OrphaCode,Name,DisorderType,DisorderGroup,ICD-11,MONDO,ICD-10,OMIM,UMLS,MeSH,MedDRA,GARD,DiseaseName,AgeOfOnset,TypeOfInheritance
908,Fragile X syndrome,Malformation syndrome,Disorder,LD55,0010383,Q99.2,311360,C0016667,D005600,10017324,6464,Fragile X syndrome,"Childhood, Infancy, Neonatal",X-linked dominant
3099,Rheumatic fever,Disease,Disorder,1B41,0017767,I01.9,268240,C0035436,D012213,10039054,5699,Rheumatic fever,Childhood,Not applicable
739,Prader-Willi syndrome,Disease,Disorder,LD90.3,0008300,Q87.1,615547,C0032897,D011218,10036476,5575,Prader-Willi syndrome,"Antenatal, Neonatal","Autosomal dominant, Not applicable"
47,X-linked agammaglobulinemia,Clinical subtype,Subtype of disorder,4A01.00,0010421,D80.0,300755,C0221026,C537409,10060360,1033,X-linked agammaglobulinemia,Childhood,X-linked recessive
580,Mucopolysaccharidosis type 2,Disease,Disorder,5C56.31,0010674,E76.1,309900,C0026705,D016532,10056889,6675,Mucopolysaccharidosis type 2,Childhood,X-linked recessive
579,Mucopolysaccharidosis type 1,Disease,Disorder,5C56.30,0001586,E76.0,607016,C0023786,D008059,10056886,10335,Mucopolysaccharidosis type 1,All ages,Autosomal recessive
905,Wilson disease,Disease,Disorder,5C64.00,0010200,E83.0,277900,C0019202,D006527,10019819,7893,Wilson disease,"Adolescent, Adult, Childhood, Elderly",Autosomal recessive
163209,Non-syndromic cerebral malformation due to abnormal neuronal migration,Category,Group of disorders,,,,,C5679571,,,,,,
792,X-linked retinoschisis,Malformation syndrome,Disorder,9B73.11,0010725,Q14.1,312700,C0271091,,,4690,X-linked retinoschisis,"Adolescent, Adult, Childhood, Infancy",X-linked recessive
163528,OBSOLETE: Acute cutaneous lupus erythematosus,Category,Group of disorders,,,,,,,,,,,
383,X-linked mixed deafness with perilymphatic gusher,Clinical subtype,Subtype of disorder,,,,304400,C1844678,,,,,,
163525,Subacute cutaneous lupus erythematosus,Disease,Disorder,EB50,0015573,L93.1,,C0024140,,10057903,,Subacute cutaneous lupus erythematosus,"Adult, Elderly",
827,Stargardt disease,Disease,Disorder,9B70,0019353,H35.5,603786,C0271093,D000080362,10062766,181,Stargardt disease,"Adolescent, Adult, Childhood, Elderly","Autosomal dominant, Autosomal recessive"
163582,Rare bacterial infectious disease,Category,Group of disorders,,,,,C5681850,,,,,,
163531,Chronic cutaneous lupus erythematosus,Clinical group,Group of disorders,EB51,0015574,,,C0024138,,10057929,,Chronic cutaneous lupus erythematosus,"Adolescent, Adult, Childhood, Elderly",Multigenic/multifactorial
906,Wiskott-Aldrich syndrome,Disease,Disorder,3B62.0Y,0010518,D82.0,600903,C0043194,D014923,10047992,7895,Wiskott-Aldrich syndrome,"Infancy, Neonatal","Autosomal dominant, Autosomal recessive, Not applicable, X-linked recessive"
904,Williams syndrome,Malformation syndrome,Disorder,LD44.70,0008678,Q93.8,194050,C0175702,D018980,10049644,7891,Williams syndrome,"Antenatal, Neonatal",Autosomal dominant
162521,OBSOLETE: Congenital nasal pyriform aperture stenosis with holoprosencephaly,Malformation syndrome,Disorder,,,,,,,,,,,
280,Wolf-Hirschhorn syndrome,Malformation syndrome,Disorder,LD44.41,0008684,Q93.3,194190,C1956097,D054877,10050361,7896,Wolf-Hirschhorn syndrome,"Antenatal, Neonatal","Multigenic/multifactorial, Not applicable"
162516,Isolated congenital nasal pyriform aperture stenosis,Malformation syndrome,Disorder,LA70.Y,0015568,Q30.8,,C3839990,,10089480,,Isolated congenital nasal pyriform aperture stenosis,Neonatal,
15,Achondroplasia,Disease,Disorder,LD24.00,0007037,Q77.4,100800,C0001080,D000130,10000452,8173,Achondroplasia,"Antenatal, Neonatal",Autosomal dominant
96,Ataxia with vitamin E deficiency,Disease,Disorder,8A03.10,0010188,G11.1,277460,C1848533,C535393,10088735,8595,Ataxia with vitamin E deficiency,All ages,Autosomal recessive
162526,Isolated congenital auditory ossicle malformation,Morphological anomaly,Disorder,LA22.3,0015570,Q16.3,,C0158587,,10010341,,,,
101,Dentatorubral pallidoluysian atrophy,Disease,Disorder,8A01.12,0007435,G11.8,125370,C0751781,,10075298,5643,Dentatorubral pallidoluysian atrophy,All ages,Autosomal dominant
783,Rubinstein-Taybi syndrome,Malformation syndrome,Disorder,LD2F.1Y,0019188,Q87.2,613684,C0035934,D012415,10039281,7593,Rubinstein-Taybi syndrome,"Antenatal, Neonatal","Autosomal dominant, Unknown"
163649,Spondyloepiphyseal dysplasia-craniosynostosis-cleft palate-cataracts-intellectual disability syndrome,Disease,Disorder,LD24.3,0011261,Q77.7,,C4305147,,,,Spondyloepiphyseal dysplasia-craniosynostosis-cleft palate-cataracts-intellectual disability syndrome,"Infancy, Neonatal",Autosomal recessive
631,Non-acquired isolated growth hormone deficiency,Disease,Disorder,5A61.0,0000050,E23.0,612781,C5679572,,10035083,12556,Non-acquired isolated growth hormone deficiency,Neonatal,"Autosomal dominant, Autosomal recessive, X-linked recessive"
276,T-B+ severe combined immunodeficiency due to gamma chain deficiency,Disease,Disorder,4A01.10,0010315,D81.2,300400,C4707334,,,5618,T-B+ severe combined immunodeficiency due to gamma chain deficiency,Neonatal,X-linked recessive
163654,Spondyloepiphyseal dysplasia-brachydactyly-speech disorder syndrome,Disease,Disorder,LD24.3,0012716,Q77.7,611717,C2673649,C567128,,10629,Spondyloepiphyseal dysplasia-brachydactyly-speech disorder syndrome,"Infancy, Neonatal",Unknown
481,Kennedy disease,Disease,Disorder,8B61.4,0010735,G12.2,313200,C1839259,,10068600,6818,Kennedy disease,Adult,X-linked recessive
664,Ornithine transcarbamylase deficiency,Disease,Disorder,5C50.AY,0010703,E72.4,311250,C0268542,D020163,10052450,8391,Ornithine transcarbamylase deficiency,All ages,X-linked recessive
163668,"Spondyloepiphyseal dysplasia, MacDermot type",Malformation syndrome,Disorder,LD24.3,0008472,Q77.7,184000,C4305149,,,,"Spondyloepiphyseal dysplasia, MacDermot type","Infancy, Neonatal",Autosomal dominant
163673,"Spondyloepiphyseal dysplasia, Byers type",Disease,Disorder,,,,183850,C1866727,,,,,,
163662,"Spondyloepiphyseal dysplasia, Reardon type",Disease,Disorder,LD24.3,0010902,Q77.7,600561,C4305148,,,,"Spondyloepiphyseal dysplasia, Reardon type","Infancy, Neonatal",Autosomal dominant
394,Homocystinuria due to cystathionine beta-synthase deficiency,Disease,Disorder,5C50.B,0009352,E72.1,236200,C0751202,,10071093,6667,Homocystinuria due to cystathionine beta-synthase deficiency,"Adolescent, Adult, Childhood",Autosomal recessive
163665,"Spondyloepiphyseal dysplasia tarda, Kohn type",Disease,Disorder,LD24.3,0010073,Q77.7,271620,C4304888,,,,"Spondyloepiphyseal dysplasia tarda, Kohn type",Childhood,Autosomal recessive
508,Donohue syndrome,Malformation syndrome,Disorder,5A44,0009517,E34.8,246200,C0265344,D056731,10081896,6885,Donohue syndrome,"Antenatal, Neonatal",Autosomal recessive
163591,Rare mycosis,Category,Group of disorders,,,,,C5680444,,,,,,
436,Hypophosphatasia,Disease,Disorder,5C64.3,0018570,E83.3,241510,C0020630,D007014,10049933,6734,Hypophosphatasia,All ages,"Autosomal dominant, Autosomal recessive"
163596,Hemoglobin Bart's fetalis syndrome,Disease,Disorder,3A50.03,0015579,D56.0,236750,C0272005,,,,Hemoglobin Bart's fetalis syndrome,"Antenatal, Neonatal",Autosomal recessive
163585,Rare viral disease,Category,Group of disorders,,,,,C5680445,,,,,,
429,Hypochondroplasia,Disease,Disorder,LD24.01,0007793,Q77.4,146000,C0410529,C562937,10020967,6724,Hypochondroplasia,"Adolescent, Adult, Antenatal, Childhood, Infancy, Neonatal",Autosomal dominant
163588,Rare parasitic disease,Category,Group of disorders,,,,,C5680446,,,,,,
437,Hypophosphatemic rickets,Clinical group,Group of disorders,5C63.22,0000044,,,C1704375,D063730,10060873,6735,Hypophosphatemic rickets,All ages,"Autosomal dominant, Autosomal recessive, X-linked dominant"
163637,"Rare disorder related with pregnancy, childbirth and puerperium",Category,Group of disorders,,,,,C5680447,,,,,,
104,Leber hereditary optic neuropathy,Disease,Disorder,8C73.Y,0010788,H47.2,535000,C0917796,D029242,,6870,Leber hereditary optic neuropathy,"Adolescent, Adult",Mitochondrial inheritance
163631,Bile acid synthesis defect with cholestasis and malabsorption,Category,Group of disorders,5C52.11,,,,C5681851,,,,,,
2182,Hydrocephalus with stenosis of the aqueduct of Sylvius,Clinical subtype,Subtype of disorder,LA04.0,0010611,Q03.0,307000,C0265216,C536078,,434,Hydrocephalus with stenosis of the aqueduct of Sylvius,"Antenatal, Neonatal",X-linked recessive
163634,Maffucci syndrome,Disease,Disorder,LD2F.1Y,0013808,Q78.4,614569,C0024454,,10083007,6958,Maffucci syndrome,Childhood,Not applicable
163717,Familial mesial temporal lobe epilepsy,Disease,Disorder,8A61.4Y,0015586,G40.0,615697,C4749273,,,,Familial mesial temporal lobe epilepsy,"Adolescent, Adult",Autosomal dominant
163708,Cryptogenic late-onset epileptic spasms,Disease,Disorder,8A61.2Y,0015585,G40.4,,C4755310,,,,Cryptogenic late-onset epileptic spasms,Childhood,
636,Neurofibromatosis type 1,Disease,Disorder,LD2D.10,0018975,Q85.0,613675,C0027831,D009456,10029270,7866,Neurofibromatosis type 1,"Infancy, Neonatal",Autosomal dominant
163703,Febrile infection-related epilepsy syndrome,Disease,Disorder,8A63.Y,0015584,G40.5,,C4049262,,10079438,11005,Febrile infection-related epilepsy syndrome,All ages,Not applicable
649,Norrie disease,Malformation syndrome,Disorder,LD21.Y,0010691,H35.5,310600,C0266526,C537849,10069760,7224,Norrie disease,"Antenatal, Neonatal",X-linked recessive
163727,Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome,Disease,Disorder,8A61.2Y,0011970,G40.4,608105,C1842531,C535499,,,Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome,Infancy,Autosomal recessive
163721,Rolandic epilepsy-speech dyspraxia syndrome,Disease,Disorder,8A61.2Y,0015587,G40.8,300643,C4707308,,,,Rolandic epilepsy-speech dyspraxia syndrome,"Antenatal, Infancy, Neonatal","Autosomal dominant, X-linked dominant"
163684,Leukoencephalopathy-dystonia-motor neuropathy syndrome,Disease,Disorder,,0013391,E75.2,613724,C4518784,,,12471,Leukoencephalopathy-dystonia-motor neuropathy syndrome,Childhood,Autosomal recessive
163681,CNTNAP2-related developmental and epileptic encephalopathy,Disease,Disorder,,0012400,Q04.8,610042,C5575702,,,,CNTNAP2-related developmental and epileptic encephalopathy,Infancy,Autosomal recessive
379,Chronic granulomatous disease,Disease,Disorder,4A00.0Y,0018305,D71,618935,C0018203,D006105,10008906,6100,Chronic granulomatous disease,"Adolescent, Adult, Childhood, Infancy","Autosomal recessive, X-linked recessive"
163678,OBSOLETE: Unclassified spondylometaphyseal dysplasia,Disease,Disorder,,,,,,,,,,,
16,Blue cone monochromatism,Disease,Disorder,9B70,0010563,H53.5,303700,C0339537,C536238,,917,Blue cone monochromatism,Infancy,X-linked recessive
644,NARP syndrome,Disease,Disorder,8C73.1,0010794,E88.8,551500,C1328349,C537396,10062940,262,NARP syndrome,Childhood,Mitochondrial inheritance
163699,Alveolar soft tissue sarcoma,Disease,Disorder,,0011655,C49.9,606243,C0206657,D018234,10001882,5654,Alveolar soft tissue sarcoma,All ages,Not applicable
637,Full NF2-related schwannomatosis,Disease,Disorder,LD2D.11,,Q85.0,101000,C0027832,D016518,,,Full NF2-related schwannomatosis,All ages,Autosomal dominant
163696,Action myoclonus-renal failure syndrome,Disease,Disorder,GB4Z,0009699,G40.4,254900,C0751779,,,,Action myoclonus-renal failure syndrome,"Adolescent, Adult",Autosomal recessive
181,X-linked hypohidrotic ectodermal dysplasia,Etiological subtype,Subtype of disorder,LD27.02,0010585,Q82.4,305100,C0162359,D053358,,10427,X-linked hypohidrotic ectodermal dysplasia,"Childhood, Infancy",X-linked recessive
163693,2p21 microdeletion syndrome,Disease,Disorder,LD44.21,0015583,Q93.5,606407,C4304537,,,,2p21 microdeletion syndrome,"Infancy, Neonatal",Autosomal recessive
163690,Hypotonia-cystinuria syndrome,Disease,Disorder,5C60.Y,0011669,E72.0,606407,C1848030,C564710,10083099,,Hypotonia-cystinuria syndrome,"Infancy, Neonatal",Autosomal recessive
337,Fibrodysplasia ossificans progressiva,Disease,Disorder,FB31.1,0007606,M61.1,135100,C0016037,D009221,10068715,6445,Fibrodysplasia ossificans progressiva,Childhood,"Autosomal dominant, Not applicable"
3444,Watson syndrome,Malformation syndrome,Disorder,,,,193520,C0553586,,,,,,
377,Gorlin syndrome,Malformation syndrome,Disorder,LD2D.4,0007187,C44.9,109400,C0004779,D001478,10062804,7166,Gorlin syndrome,"Adolescent, Adult",Autosomal dominant
648,Noonan syndrome,Malformation syndrome,Disorder,LD2F.15,0018997,Q87.1,616564,C0028326,D009634,10029748,10955,Noonan syndrome,"Antenatal, Childhood, Infancy, Neonatal","Autosomal dominant, Autosomal recessive"
281,Monosomy 5p syndrome,Malformation syndrome,Disorder,LD44.51,0007404,Q93.4,123450,C0010314,D003410,10011385,6213,Monosomy 5p syndrome,Antenatal,"Not applicable, Unknown"
752,"46,XY difference of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency",Disease,Disorder,LD2A.3,0009916,E29.1,264300,C0268296,C537805,,5659,"46,XY difference of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency","Adolescent, Neonatal",Autosomal recessive
214,Cystinuria,Disease,Disorder,5C60.2,0009067,E72.0,220100,C0010691,D003555,10011778,6237,Cystinuria,All ages,"Autosomal recessive, Semi-dominant"
510,Lesch-Nyhan syndrome,Disease,Disorder,5C55.01,0010298,E79.1,308950,C0023374,D007926,10057589,7226,Lesch-Nyhan syndrome,Infancy,X-linked recessive
524,Li-Fraumeni syndrome,Disease,Disorder,2B51.Y,0018875,C97,151623,C0085390,D016864,10066795,6902,Li-Fraumeni syndrome,All ages,Autosomal dominant
699,Pearson syndrome,Disease,Disorder,3A72.01,0010797,D64.0,557000,C0342784,,10062941,7343,Pearson syndrome,"Childhood, Infancy, Neonatal","Mitochondrial inheritance, Not applicable"
640,Hereditary neuropathy with liability to pressure palsies,Malformation syndrome,Disorder,8C20.Y,0008087,G60.0,162500,C0393814,C536965,10069382,5221,Hereditary neuropathy with liability to pressure palsies,"Adolescent, Adult, Childhood, Elderly, Infancy",Autosomal dominant
60,Alpha-1-antitrypsin deficiency,Disease,Disorder,5C5A,0013282,E88.0,613490,C0221757,D019896,10001806,5784,Alpha-1-antitrypsin deficiency,All ages,Autosomal recessive
895,Waardenburg syndrome type 2,Clinical subtype,Subtype of disorder,EC23.2Y,0019517,E70.3,611584,C2700265,C536463,,5520,Waardenburg syndrome type 2,Neonatal,Autosomal dominant
896,Waardenburg syndrome type 3,Clinical subtype,Subtype of disorder,EC23.2Y,0007862,E70.3,148820,C0079661,,,5523,Waardenburg syndrome type 3,Neonatal,"Autosomal dominant, Autosomal recessive"
3140,NON RARE IN EUROPE: Schizophrenia,Disease,Disorder,,,,,,,,,,,
857,Townes-Brocks syndrome,Malformation syndrome,Disorder,LD2F.1Y,0007142,Q87.8,617466,C0265246,C536974,,7784,Townes-Brocks syndrome,All ages,Autosomal dominant
894,Waardenburg syndrome type 1,Clinical subtype,Subtype of disorder,EC23.2Y,0008670,E70.3,193500,C1847800,,,5519,Waardenburg syndrome type 1,Neonatal,Autosomal dominant
682,Hyperkalemic periodic paralysis,Disease,Disorder,8C74.11,0008224,G72.3,170500,C0238357,D020513,,195,Hyperkalemic periodic paralysis,Childhood,Autosomal dominant
800,Schwartz-Jampel syndrome,Disease,Disorder,8C71.1,0009717,G71.1,255800,C0036391,,10082378,250,Schwartz-Jampel syndrome,"Infancy, Neonatal",Autosomal recessive
706,NON RARE IN EUROPE: Patent arterial duct,Morphological anomaly,Disorder,,,Q25.0,,,,10034130,,,,
628,Diastrophic dysplasia,Disease,Disorder,LD24.03,0009107,Q77.5,222600,C0220726,C536170,10081228,6275,Diastrophic dysplasia,"Antenatal, Neonatal",Autosomal recessive
673,Malaria,Disease,Disorder,1F45,0005136,B51.0,611162,C0024530,D008288,10025487,6961,Malaria,All ages,Not applicable
681,Hypokalemic periodic paralysis,Disease,Disorder,8C74.10,0008223,G72.3,613345,C0238358,D020514,,6729,Hypokalemic periodic paralysis,"Adolescent, Childhood",Autosomal dominant
126,Blepharophimosis-ptosis-epicanthus inversus syndrome,Malformation syndrome,Disorder,LD21.Y,0007201,Q10.3,110100,C0220663,C562419,10081258,,Blepharophimosis-ptosis-epicanthus inversus syndrome,Antenatal,"Autosomal dominant, Not applicable"
107,BOR syndrome,Malformation syndrome,Disorder,LD2F.1Y,0007029,Q87.8,610896,C0265234,D019280,10071135,10147,BOR syndrome,"Antenatal, Childhood, Infancy, Neonatal",Autosomal dominant
774,Hereditary hemorrhagic telangiectasia,Disease,Disorder,LA90.00,0019180,I78.0,175050,C0039445,D013683,10019883,6626,Hereditary hemorrhagic telangiectasia,All ages,Autosomal dominant
794,Saethre-Chotzen syndrome,Malformation syndrome,Disorder,LD24.GY,0007042,Q87.0,101400,C0175699,,,7598,Saethre-Chotzen syndrome,"Antenatal, Neonatal",Autosomal dominant
710,Pfeiffer syndrome,Malformation syndrome,Disorder,LD24.G0,0007043,Q87.0,101600,C0220658,C538582,10082289,7380,Pfeiffer syndrome,"Antenatal, Neonatal",Autosomal dominant
2869,Peutz-Jeghers syndrome,Disease,Disorder,LD2D.0,0008280,Q85.8,175200,C0031269,D010580,10034764,7378,Peutz-Jeghers syndrome,"Adolescent, Adult, Childhood",Autosomal dominant
862,NON RARE IN EUROPE: Hereditary essential tremor,Disease,Disorder,,,G25.0,,,,,,,,
893,WAGR syndrome,Malformation syndrome,Disorder,LD2A.Y,0008681,C64,612469,C0206115,D017624,,5528,WAGR syndrome,"Antenatal, Neonatal",Autosomal dominant
912,Zellweger syndrome,Disease,Disorder,5C57.0,0019609,Q87.8,614887,C0043459,D015211,10053684,7917,Zellweger syndrome,Neonatal,Autosomal recessive
50,Aicardi syndrome,Disease,Disorder,LD20.Y,0010568,Q04.0,304050,C0175713,D058540,10054935,5764,Aicardi syndrome,Neonatal,X-linked dominant
53,Albers-Schönberg osteopetrosis,Malformation syndrome,Disorder,LD24.10,0008156,Q78.2,166600,C3179239,,,383,Albers-Schönberg osteopetrosis,Childhood,Autosomal dominant
14,Abetalipoproteinemia,Disease,Disorder,5C81.1,0008692,E78.6,605019,C0000744,D000012,10083851,5,Abetalipoproteinemia,"Childhood, Infancy",Autosomal recessive
52,Alagille syndrome,Malformation syndrome,Disorder,LB20.0Y,0007318,Q44.7,610205,C0085280,D016738,10053870,804,Alagille syndrome,All ages,Autosomal dominant
167,Chédiak-Higashi syndrome,Disease,Disorder,EC23.20,0008963,E70.3,214500,C0007965,D002609,10008415,6035,Chédiak-Higashi syndrome,Childhood,Autosomal recessive
195,Cat-eye syndrome,Malformation syndrome,Disorder,LD41.P,0007276,Q92.8,115470,C0265493,C535918,,26,Cat-eye syndrome,"Antenatal, Neonatal",Not applicable
207,Crouzon syndrome,Malformation syndrome,Disorder,LD24.G1,0007405,Q75.1,123500,C0010273,,,6206,Crouzon syndrome,"Antenatal, Infancy, Neonatal",Autosomal dominant
